id,duration,timeLoss,departLane
v1,39.00,4.71,E1_0
v29,41.00,6.70,E5_0
v30,39.00,4.52,E5_0
v2,39.00,4.12,E1_0
v31,39.00,4.68,E5_0
v3,39.00,4.58,E1_0
v32,39.00,4.53,E5_0
v4,39.00,4.69,E1_0
v33,39.00,3.96,E5_0
v5,39.00,4.31,E1_0
v34,39.00,4.38,E5_0
v6,40.00,5.16,E1_0
v7,40.00,5.45,E1_0
v36,40.00,4.95,E5_0
v8,40.00,4.80,E1_0
v35,44.00,9.02,E5_0
v37,40.00,4.91,E5_0
v9,40.00,5.05,E1_0
v38,40.00,5.48,E5_0
v10,40.00,5.56,E1_0
v39,40.00,4.86,E5_0
v11,40.00,5.00,E1_0
v40,40.00,5.08,E5_0
v12,40.00,5.34,E1_0
v13,41.00,5.94,E1_0
v14,39.00,4.65,E1_0
v42,40.00,5.04,E5_0
v41,45.00,9.92,E5_0
v43,40.00,5.18,E5_0
v15,40.00,4.90,E1_0
v44,40.00,5.07,E5_0
v16,39.00,4.62,E1_0
v45,40.00,4.84,E5_0
v17,39.00,4.22,E1_0
v46,40.00,5.09,E5_0
v18,39.00,4.42,E1_0
v20,39.00,4.49,E1_0
v19,42.00,7.07,E1_0
v48,40.00,5.07,E5_0
v49,39.00,4.65,E5_0
v47,45.00,9.86,E5_0
v21,40.00,5.11,E1_0
v50,39.00,4.62,E5_0
v22,39.00,4.21,E1_0
v51,39.00,4.13,E5_0
v23,40.00,5.12,E1_0
v52,39.00,4.40,E5_0
v24,40.00,4.90,E1_0
v85,40.00,5.56,E5_0
v58,40.00,4.87,E1_0
v86,41.00,6.32,E5_0
v87,39.00,4.38,E5_0
v59,39.00,4.35,E1_0
v57,45.00,9.84,E1_0
v88,39.00,4.21,E5_0
v60,39.00,4.42,E1_0
v89,40.00,4.86,E5_0
v61,40.00,4.85,E1_0
v62,39.00,4.43,E1_0
v90,40.00,4.79,E5_0
v91,39.00,4.56,E5_0
v63,39.00,3.99,E1_0
v64,40.00,5.65,E1_0
v65,39.00,4.09,E1_0
v93,39.00,4.15,E5_0
v92,43.00,8.05,E5_0
v94,40.00,5.20,E5_0
v66,40.00,4.88,E1_0
v95,40.00,5.03,E5_0
v67,40.00,4.91,E1_0
v96,39.00,4.60,E5_0
v68,40.00,5.02,E1_0
v97,39.00,3.97,E5_0
v69,39.00,4.14,E1_0
v71,39.00,4.33,E1_0
v99,41.00,6.17,E5_0
v70,45.00,10.59,E1_0
v72,39.00,4.70,E1_0
v100,40.00,5.20,E5_0
v98,46.00,11.69,E5_0
v73,39.00,4.49,E1_0
v101,40.00,4.83,E5_0
v102,39.00,4.45,E5_0
v74,39.00,4.36,E1_0
v103,39.00,4.31,E5_0
v75,39.00,4.49,E1_0
v104,39.00,4.58,E5_0
v77,40.00,5.74,E1_0
v106,39.00,4.40,E5_0
v78,40.00,5.23,E1_0
v105,43.00,8.62,E5_0
v76,46.00,11.00,E1_0
v107,40.00,4.80,E5_0
v79,41.00,6.10,E1_0
v108,39.00,4.57,E5_0
v80,40.00,4.94,E1_0
v141,39.00,4.42,E5_0
v113,39.00,4.68,E1_0
v142,39.00,4.31,E5_0
v115,41.00,5.94,E1_0
v114,44.00,9.84,E1_0
v144,40.00,4.96,E5_0
v143,44.00,9.69,E5_0
v116,40.00,5.65,E1_0
v145,39.00,4.47,E5_0
v117,40.00,4.89,E1_0
v146,40.00,4.93,E5_0
v118,39.00,4.61,E1_0
v147,39.00,4.29,E5_0
v119,39.00,4.42,E1_0
v148,40.00,4.88,E5_0
v149,40.00,4.83,E5_0
v121,40.00,5.82,E1_0
v122,39.00,4.73,E1_0
v150,40.00,5.30,E5_0
v120,45.00,10.39,E1_0
v151,40.00,4.94,E5_0
v123,40.00,4.83,E1_0
v152,39.00,4.80,E5_0
v124,39.00,4.31,E1_0
v153,40.00,5.44,E5_0
v125,40.00,5.08,E1_0
v154,40.00,5.34,E5_0
v126,39.00,4.29,E1_0
v155,41.00,5.80,E5_0
v25,233.00,194.76,E3_0
v26,231.00,192.05,E3_0
v54,232.00,192.98,E7_0
v53,235.00,196.01,E7_0
v28,227.00,188.41,E3_0
v27,230.00,190.98,E3_0
v56,228.00,188.91,E7_0
v55,231.00,192.21,E7_0
v81,177.00,138.70,E3_0
v82,175.00,136.18,E3_0
v110,176.00,136.89,E7_0
v109,179.00,140.08,E7_0
v83,173.00,134.55,E3_0
v84,171.00,131.89,E3_0
v112,172.00,133.13,E7_0
v111,175.00,135.86,E7_0
v137,121.00,82.47,E3_0
v138,119.00,79.89,E3_0
v140,114.00,75.68,E3_0
v166,120.00,81.10,E7_0
v165,123.00,83.89,E7_0
v139,117.00,78.29,E3_0
v167,118.00,79.76,E7_0
v194,62.00,23.73,E3_0
v168,116.00,77.09,E7_0
v193,65.00,26.22,E3_0
v221,66.00,27.54,E7_0
v222,64.00,25.10,E7_0
v195,61.00,22.33,E3_0
v223,63.00,23.91,E7_0
v128,59.00,24.72,E1_0
v127,62.00,27.54,E1_0
v157,58.00,23.45,E5_0
v130,55.00,20.67,E1_0
v156,61.00,26.05,E5_0
v129,59.00,23.80,E1_0
v159,54.00,19.18,E5_0
v132,51.00,16.63,E1_0
v158,57.00,22.11,E5_0
v131,54.00,19.66,E1_0
v161,50.00,15.07,E5_0
v134,47.00,12.50,E1_0
v160,53.00,17.94,E5_0
v133,50.00,15.56,E1_0
v163,46.00,10.88,E5_0
v136,43.00,8.30,E1_0
v162,49.00,13.88,E5_0
v135,46.00,11.43,E1_0
v197,41.00,6.64,E5_0
v164,44.00,9.63,E5_0
v170,39.00,4.52,E1_0
v169,42.00,7.30,E1_0
v198,40.00,5.49,E5_0
v199,39.00,4.21,E5_0
v172,40.00,5.18,E1_0
v173,39.00,4.38,E1_0
v201,39.00,4.65,E5_0
v171,46.00,11.20,E1_0
v200,44.00,9.42,E5_0
v174,39.00,4.12,E1_0
v202,40.00,5.01,E5_0
v203,39.00,4.44,E5_0
v175,39.00,4.44,E1_0
v176,39.00,4.24,E1_0
v204,40.00,4.87,E5_0
v205,40.00,4.86,E5_0
v177,40.00,4.84,E1_0
v179,39.00,4.36,E1_0
v207,40.00,5.23,E5_0
v178,43.00,7.89,E1_0
v208,39.00,4.24,E5_0
v206,45.00,10.28,E5_0
v180,39.00,4.59,E1_0
v209,39.00,4.27,E5_0
v181,39.00,4.48,E1_0
v210,39.00,4.22,E5_0
v182,39.00,4.57,E1_0
v211,39.00,4.71,E5_0
v183,40.00,4.94,E1_0
v212,40.00,5.45,E5_0
v185,42.00,7.63,E1_0
v214,40.00,5.22,E5_0
v186,41.00,6.45,E1_0
v213,44.00,9.27,E5_0
v184,47.00,11.84,E1_0
v215,40.00,5.47,E5_0
v187,40.00,5.16,E1_0
v188,39.00,4.50,E1_0
v216,40.00,5.11,E5_0
v217,40.00,5.08,E5_0
v189,40.00,4.97,E1_0
v190,40.00,5.31,E1_0
v218,41.00,6.26,E5_0
v191,40.00,5.50,E1_0
v219,41.00,5.96,E5_0
v192,39.00,4.68,E1_0
v220,39.00,4.40,E5_0
v225,39.00,4.72,E1_0
v253,39.00,4.60,E5_0
v254,39.00,4.62,E5_0
v226,40.00,4.91,E1_0
v227,39.00,4.46,E1_0
v255,39.00,4.40,E5_0
v228,39.00,4.26,E1_0
v256,39.00,4.60,E5_0
v230,39.00,4.24,E1_0
v229,43.00,8.30,E1_0
v258,40.00,4.85,E5_0
v257,43.00,8.44,E5_0
v231,39.00,4.10,E1_0
v259,39.00,4.53,E5_0
v232,39.00,4.71,E1_0
v260,39.00,4.34,E5_0
v233,39.00,4.33,E1_0
v261,40.00,4.84,E5_0
v234,39.00,4.59,E1_0
v262,39.00,4.02,E5_0
v236,40.00,4.82,E1_0
v264,40.00,4.97,E5_0
v235,44.00,9.30,E1_0
v265,39.00,4.31,E5_0
v263,45.00,10.31,E5_0
v237,40.00,5.19,E1_0
v266,39.00,4.37,E5_0
v238,40.00,5.15,E1_0
v239,39.00,4.23,E1_0
v267,39.00,4.52,E5_0
v240,39.00,4.41,E1_0
v268,39.00,4.11,E5_0
v269,39.00,4.40,E5_0
v242,40.00,5.46,E1_0
v270,41.00,6.42,E5_0
v241,45.00,10.64,E1_0
v271,39.00,4.29,E5_0
v243,40.00,5.11,E1_0
v244,39.00,4.79,E1_0
v272,39.00,4.60,E5_0
v273,39.00,4.73,E5_0
v245,40.00,4.88,E1_0
v246,39.00,4.64,E1_0
v274,40.00,5.16,E5_0
v275,39.00,4.26,E5_0
v247,40.00,4.81,E1_0
v249,165.00,126.37,E3_0
v196,216.00,177.08,E3_0
v277,166.00,127.53,E7_0
v224,217.00,178.20,E7_0
v250,163.00,124.78,E3_0
v251,161.00,122.33,E3_0
v279,162.00,123.25,E7_0
v278,165.00,126.23,E7_0
v252,159.00,120.72,E3_0
v305,109.00,70.13,E3_0
v333,110.00,71.31,E7_0
v280,161.00,122.04,E7_0
v306,107.00,68.60,E3_0
v307,105.00,66.01,E3_0
v361,52.00,13.85,E3_0
v335,106.00,67.45,E7_0
v334,109.00,69.88,E7_0
v308,103.00,64.31,E3_0
v336,104.00,65.61,E7_0
v363,48.00,9.61,E3_0
v389,54.00,15.37,E7_0
v362,51.00,12.13,E3_0
v391,50.00,11.05,E7_0
v390,53.00,14.06,E7_0
v364,47.00,7.98,E3_0
v392,48.00,9.70,E7_0
v281,59.00,24.71,E1_0
v248,63.00,28.03,E1_0
v283,55.00,20.50,E1_0
v309,60.00,25.41,E5_0
v276,63.00,28.23,E5_0
v282,59.00,24.16,E1_0
v285,51.00,16.55,E1_0
v311,56.00,21.29,E5_0
v310,59.00,24.69,E5_0
v284,55.00,20.10,E1_0
v287,47.00,12.37,E1_0
v313,52.00,17.27,E5_0
v312,55.00,20.46,E5_0
v286,51.00,15.81,E1_0
v288,46.00,11.60,E1_0
v289,43.00,8.06,E1_0
v315,48.00,12.97,E5_0
v314,51.00,16.14,E5_0
v290,42.00,6.98,E1_0
v317,44.00,8.89,E5_0
v316,47.00,12.02,E5_0
v291,40.00,5.40,E1_0
v319,39.00,4.83,E5_0
v318,42.00,7.71,E5_0
v320,39.00,4.36,E5_0
v293,40.00,5.30,E1_0
v292,45.00,10.71,E1_0
v294,39.00,4.72,E1_0
v321,41.00,6.70,E5_0
v322,39.00,4.38,E5_0
v295,39.00,4.37,E1_0
v323,40.00,5.05,E5_0
v296,40.00,4.89,E1_0
v324,39.00,4.63,E5_0
v297,39.00,4.15,E1_0
v325,39.00,4.35,E5_0
v298,39.00,4.70,E1_0
v326,39.00,4.35,E5_0
v300,39.00,4.49,E1_0
v299,42.00,7.37,E1_0
v328,39.00,4.23,E5_0
v301,39.00,4.73,E1_0
v327,44.00,9.09,E5_0
v329,39.00,4.32,E5_0
v302,39.00,4.38,E1_0
