id,duration,timeLoss,departLane
v17,50.00,11.75,E3_0
v16,54.00,15.03,E3_0
v19,46.00,7.62,E3_0
v39,52.00,13.22,E7_0
v38,55.00,16.41,E7_0
v18,49.00,10.77,E3_0
v20,45.00,6.42,E3_0
v41,48.00,9.19,E7_0
v40,51.00,12.18,E7_0
v42,46.00,7.83,E7_0
v21,43.00,4.86,E3_0
v43,44.00,4.98,E7_0
v44,43.00,4.57,E7_0
v22,43.00,4.06,E3_0
v2,77.00,42.39,E1_0
v1,80.00,45.08,E1_0
v4,73.00,38.47,E1_0
v23,82.00,47.45,E5_0
v3,76.00,41.23,E1_0
v24,80.00,44.99,E5_0
v6,69.00,34.45,E1_0
v25,78.00,43.29,E5_0
v5,72.00,36.96,E1_0
v26,76.00,40.94,E5_0
v8,65.00,30.12,E1_0
v27,74.00,39.22,E5_0
v7,68.00,33.12,E1_0
v28,72.00,36.91,E5_0
v30,67.00,32.82,E5_0
v10,61.00,26.04,E1_0
v29,70.00,35.09,E5_0
v9,64.00,28.92,E1_0
v11,59.00,24.60,E1_0
v32,63.00,28.61,E5_0
v12,57.00,21.85,E1_0
v31,66.00,30.83,E5_0
v14,52.00,17.68,E1_0
v13,55.00,20.59,E1_0
v34,59.00,24.31,E5_0
v33,62.00,26.82,E5_0
v36,54.00,19.04,E5_0
v35,57.00,22.04,E5_0
v15,52.00,17.26,E1_0
v60,52.00,13.73,E3_0
v61,49.00,9.98,E3_0
v82,52.00,13.81,E7_0
v63,44.00,5.82,E3_0
v83,50.00,11.44,E7_0
v62,48.00,9.67,E3_0
v64,43.00,4.87,E3_0
v85,46.00,7.41,E7_0
v84,49.00,10.52,E7_0
v86,45.00,6.35,E7_0
v65,43.00,4.17,E3_0
v87,43.00,4.50,E7_0
v88,43.00,4.64,E7_0
v66,44.00,5.02,E3_0
v46,75.00,40.80,E1_0
v45,78.00,43.56,E1_0
v48,71.00,36.45,E1_0
v37,97.00,62.20,E5_0
v67,80.00,45.10,E5_0
v47,74.00,39.46,E1_0
v50,66.00,31.64,E1_0
v69,77.00,42.46,E5_0
v68,79.00,44.24,E5_0
v49,70.00,35.57,E1_0
