id,duration,timeLoss,depart,arrival,departLane
v1697,51.00,12.42,2100.00,2151.00,E3_0
v1699,45.00,6.57,2106.00,2151.00,E3_0
v1722,49.00,10.17,2103.00,2152.00,E7_0
v1721,52.00,13.62,2100.00,2152.00,E7_0
v1700,44.00,5.27,2109.00,2153.00,E3_0
v1723,48.00,9.63,2106.00,2154.00,E7_0
v1724,45.00,6.36,2109.00,2154.00,E7_0
v1701,43.00,4.41,2112.00,2155.00,E3_0
v1725,44.00,5.44,2112.00,2156.00,E7_0
v1726,43.00,4.84,2115.00,2158.00,E7_0
v1702,44.00,5.00,2115.00,2159.00,E3_0
v1703,43.00,4.82,2118.00,2161.00,E3_0
v1727,44.00,4.99,2118.00,2162.00,E7_0
v1728,44.00,5.52,2121.00,2165.00,E7_0
v1600,153.00,118.17,2025.00,2178.00,E1_0
v1633,138.00,103.02,2040.00,2178.00,E1_0
v1622,158.00,123.32,2021.00,2179.00,E5_0
v1621,161.00,126.24,2018.00,2179.00,E5_0
v1634,137.00,101.85,2043.00,2180.00,E1_0
v1635,134.00,98.75,2046.00,2180.00,E1_0
v1624,154.00,119.51,2027.00,2181.00,E5_0
v1623,157.00,122.46,2024.00,2181.00,E5_0
v1636,133.00,97.78,2049.00,2182.00,E1_0
v1637,130.00,94.77,2052.00,2182.00,E1_0
v1658,140.00,105.53,2043.00,2183.00,E5_0
v1657,143.00,108.53,2040.00,2183.00,E5_0
v1638,129.00,93.81,2055.00,2184.00,E1_0
v1639,126.00,90.85,2058.00,2184.00,E1_0
v1640,124.00,89.56,2061.00,2185.00,E1_0
v1659,139.00,104.36,2046.00,2185.00,E5_0
v1660,137.00,101.97,2049.00,2186.00,E5_0
v1641,122.00,86.69,2064.00,2186.00,E1_0
v1642,120.00,85.32,2067.00,2187.00,E1_0
v1661,135.00,100.20,2052.00,2187.00,E5_0
v1643,117.00,82.43,2070.00,2187.00,E1_0
v1662,133.00,98.02,2055.00,2188.00,E5_0
v1644,116.00,81.12,2073.00,2189.00,E1_0
v1664,128.00,93.10,2061.00,2189.00,E5_0
v1645,113.00,78.21,2076.00,2189.00,E1_0
v1663,132.00,96.94,2058.00,2190.00,E5_0
v1665,127.00,91.84,2064.00,2191.00,E5_0
v1666,126.00,90.99,2067.00,2193.00,E5_0
v1745,48.00,9.39,2160.00,2208.00,E3_0
v1770,45.00,6.42,2163.00,2208.00,E7_0
v1704,87.00,48.84,2121.00,2208.00,E3_0
v1746,47.00,8.09,2163.00,2210.00,E3_0
v1769,50.00,11.70,2160.00,2210.00,E7_0
v1747,44.00,5.77,2166.00,2210.00,E3_0
v1771,44.00,5.39,2166.00,2210.00,E7_0
v1772,43.00,4.71,2169.00,2212.00,E7_0
v1748,43.00,4.70,2169.00,2212.00,E3_0
v1749,43.00,4.73,2172.00,2215.00,E3_0
v1773,44.00,5.13,2172.00,2216.00,E7_0
v1774,43.00,4.78,2175.00,2218.00,E7_0
v1750,44.00,5.13,2175.00,2219.00,E3_0
v1775,43.00,4.36,2178.00,2221.00,E7_0
v1751,44.00,5.09,2178.00,2222.00,E3_0
v1647,153.00,118.53,2082.00,2235.00,E1_0
v1646,157.00,121.79,2079.00,2236.00,E1_0
v1668,164.00,129.60,2073.00,2237.00,E5_0
v1667,167.00,132.09,2070.00,2237.00,E5_0
v1648,153.00,117.99,2085.00,2238.00,E1_0
v1681,138.00,102.97,2100.00,2238.00,E1_0
v1669,163.00,128.10,2076.00,2239.00,E5_0
v1670,161.00,125.73,2079.00,2240.00,E5_0
v1682,137.00,102.08,2103.00,2240.00,E1_0
v1683,134.00,99.02,2106.00,2240.00,E1_0
v1672,156.00,121.58,2085.00,2241.00,E5_0
v1671,159.00,123.99,2082.00,2241.00,E5_0
v1684,133.00,97.85,2109.00,2242.00,E1_0
v1685,130.00,95.06,2112.00,2242.00,E1_0
v1706,140.00,105.49,2103.00,2243.00,E5_0
v1687,125.00,90.51,2118.00,2243.00,E1_0
v1705,143.00,107.70,2100.00,2243.00,E5_0
v1686,129.00,93.94,2115.00,2244.00,E1_0
v1708,136.00,101.21,2109.00,2245.00,E5_0
v1689,121.00,86.37,2124.00,2245.00,E1_0
v1707,139.00,103.79,2106.00,2245.00,E5_0
v1709,134.00,99.51,2112.00,2246.00,E5_0
v1688,125.00,89.90,2121.00,2246.00,E1_0
v1710,132.00,97.02,2115.00,2247.00,E5_0
v1691,117.00,82.15,2130.00,2247.00,E1_0
v1690,120.00,85.54,2127.00,2247.00,E1_0
v1711,130.00,95.20,2118.00,2248.00,E5_0
v1712,128.00,92.96,2121.00,2249.00,E5_0
v1793,44.00,5.73,2220.00,2264.00,E3_0
v1794,43.00,4.47,2223.00,2266.00,E3_0
v1817,47.00,8.34,2220.00,2267.00,E7_0
v1752,86.00,47.07,2181.00,2267.00,E3_0
v1776,87.00,48.57,2181.00,2268.00,E7_0
v1819,43.00,4.45,2226.00,2269.00,E7_0
v1795,43.00,4.58,2226.00,2269.00,E3_0
v1818,47.00,8.39,2223.00,2270.00,E7_0
v1820,43.00,4.52,2229.00,2272.00,E7_0
v1796,44.00,5.69,2228.00,2272.00,E3_0
v1797,43.00,4.17,2232.00,2275.00,E3_0
v1821,44.00,5.20,2232.00,2276.00,E7_0
v1798,43.00,4.71,2235.00,2278.00,E3_0
v1822,44.00,5.09,2235.00,2279.00,E7_0
v1692,160.00,125.63,2133.00,2293.00,E1_0
v1693,158.00,123.17,2136.00,2294.00,E1_0
v1714,167.00,132.32,2128.00,2295.00,E5_0
v1713,171.00,136.29,2124.00,2295.00,E5_0
v1694,156.00,121.44,2139.00,2295.00,E1_0
v1695,154.00,118.89,2142.00,2296.00,E1_0
v1696,152.00,117.64,2145.00,2297.00,E1_0
v1716,163.00,128.63,2134.00,2297.00,E5_0
v1715,166.00,131.05,2131.00,2297.00,E5_0
v1729,137.00,102.45,2160.00,2297.00,E1_0
v1718,158.00,123.40,2141.00,2299.00,E5_0
v1717,162.00,126.86,2137.00,2299.00,E5_0
v1730,136.00,101.23,2163.00,2299.00,E1_0
v1731,134.00,98.90,2166.00,2300.00,E1_0
v1733,129.00,94.67,2172.00,2301.00,E1_0
v1720,154.00,119.46,2147.00,2301.00,E5_0
v1719,157.00,121.87,2144.00,2301.00,E5_0
v1732,132.00,97.22,2169.00,2301.00,E1_0
v1735,125.00,90.45,2178.00,2303.00,E1_0
v1754,140.00,105.39,2163.00,2303.00,E5_0
v1753,143.00,107.73,2160.00,2303.00,E5_0
v1734,128.00,92.86,2175.00,2303.00,E1_0
v1755,138.00,103.67,2166.00,2304.00,E5_0
v1736,123.00,88.64,2181.00,2304.00,E1_0
v1756,136.00,101.24,2169.00,2305.00,E5_0
v1737,122.00,86.85,2184.00,2306.00,E1_0
v1757,134.00,99.45,2172.00,2306.00,E5_0
v1758,132.00,97.28,2175.00,2307.00,E5_0
v1738,120.00,85.33,2187.00,2307.00,E1_0
v1799,86.00,47.59,2238.00,2324.00,E3_0
v1800,84.00,45.32,2241.00,2325.00,E3_0
v1824,85.00,45.98,2241.00,2326.00,E7_0
v1823,88.00,49.25,2238.00,2326.00,E7_0
v1841,46.00,7.56,2280.00,2326.00,E3_0
v1842,44.00,5.22,2283.00,2327.00,E3_0
v1866,45.00,5.93,2283.00,2328.00,E7_0
v1865,48.00,9.39,2280.00,2328.00,E7_0
v1867,44.00,5.18,2286.00,2330.00,E7_0
v1843,44.00,5.11,2286.00,2330.00,E3_0
v1868,43.00,4.73,2289.00,2332.00,E7_0
v1844,43.00,4.49,2289.00,2332.00,E3_0
v1869,43.00,4.76,2292.00,2335.00,E7_0
v1845,44.00,4.96,2292.00,2336.00,E3_0
v1870,44.00,5.04,2295.00,2339.00,E7_0
v1739,161.00,126.30,2190.00,2351.00,E1_0
v1740,159.00,123.85,2193.00,2352.00,E1_0
v1759,175.00,140.61,2178.00,2353.00,E5_0
v1760,172.00,137.12,2181.00,2353.00,E5_0
v1742,154.00,119.57,2199.00,2353.00,E1_0
v1741,158.00,122.75,2196.00,2354.00,E1_0
v1761,171.00,136.46,2184.00,2355.00,E5_0
v1743,153.00,118.49,2202.00,2355.00,E1_0
v1762,168.00,133.28,2187.00,2355.00,E5_0
v1744,150.00,115.38,2205.00,2355.00,E1_0
v1763,167.00,132.38,2190.00,2357.00,E5_0
v1777,137.00,102.35,2220.00,2357.00,E1_0
v1764,164.00,129.22,2193.00,2357.00,E5_0
v1778,134.00,99.18,2223.00,2357.00,E1_0
v1765,163.00,128.49,2196.00,2359.00,E5_0
v1779,133.00,98.01,2226.00,2359.00,E1_0
v1766,160.00,124.98,2199.00,2359.00,E5_0
v1780,130.00,95.07,2229.00,2359.00,E1_0
v1767,159.00,124.42,2202.00,2361.00,E5_0
v1781,129.00,93.86,2232.00,2361.00,E1_0
v1768,156.00,120.94,2205.00,2361.00,E5_0
v1783,123.00,88.29,2238.00,2361.00,E1_0
v1801,143.00,108.43,2220.00,2363.00,E5_0
v1782,128.00,92.87,2235.00,2363.00,E1_0
v1802,140.00,104.99,2223.00,2363.00,E5_0
v1784,122.00,87.02,2241.00,2363.00,E1_0
v1803,139.00,104.06,2226.00,2365.00,E5_0
v1785,121.00,86.06,2244.00,2365.00,E1_0
v1804,136.00,101.12,2229.00,2365.00,E5_0
v1847,84.00,45.47,2298.00,2382.00,E3_0
v1846,88.00,49.10,2295.00,2383.00,E3_0
v1872,83.00,44.06,2301.00,2384.00,E7_0
v1889,44.00,5.50,2340.00,2384.00,E3_0
v1871,86.00,47.17,2298.00,2384.00,E7_0
v1848,83.00,44.75,2301.00,2384.00,E3_0
v1914,43.00,4.30,2343.00,2386.00,E7_0
v1913,46.00,7.12,2340.00,2386.00,E7_0
v1890,44.00,5.27,2343.00,2387.00,E3_0
v1891,43.00,4.19,2346.00,2389.00,E3_0
v1915,44.00,5.03,2346.00,2390.00,E7_0
v1916,43.00,4.30,2349.00,2392.00,E7_0
v1892,43.00,4.66,2349.00,2392.00,E3_0
v1917,43.00,4.64,2352.00,2395.00,E7_0
v1893,44.00,5.52,2352.00,2396.00,E3_0
v1787,159.00,124.35,2250.00,2409.00,E1_0
v1786,163.00,127.72,2247.00,2410.00,E1_0
v1789,155.00,120.36,2256.00,2411.00,E1_0
v1806,176.00,140.99,2235.00,2411.00,E5_0
v1805,179.00,144.26,2232.00,2411.00,E5_0
v1788,158.00,123.63,2253.00,2411.00,E1_0
v1791,151.00,116.33,2262.00,2413.00,E1_0
v1808,173.00,138.01,2240.00,2413.00,E5_0
v1807,175.00,140.42,2238.00,2413.00,E5_0
v1790,155.00,119.85,2259.00,2414.00,E1_0
v1825,135.00,100.40,2280.00,2415.00,E1_0
v1810,168.00,132.76,2247.00,2415.00,E5_0
v1809,171.00,136.19,2244.00,2415.00,E5_0
v1792,151.00,115.82,2265.00,2416.00,E1_0
v1827,131.00,96.13,2286.00,2417.00,E1_0
v1812,164.00,128.76,2253.00,2417.00,E5_0
v1811,167.00,132.35,2250.00,2417.00,E5_0
v1826,134.00,99.54,2283.00,2417.00,E1_0
v1829,127.00,91.98,2292.00,2419.00,E1_0
v1814,160.00,124.75,2259.00,2419.00,E5_0
v1813,163.00,128.02,2256.00,2419.00,E5_0
v1828,131.00,96.39,2288.00,2419.00,E1_0
v1816,155.00,120.56,2265.00,2420.00,E5_0
v1832,120.00,84.88,2301.00,2421.00,E1_0
v1815,159.00,123.88,2262.00,2421.00,E5_0
v1830,126.00,91.22,2295.00,2421.00,E1_0
v1850,139.00,104.44,2283.00,2422.00,E5_0
v1849,142.00,107.59,2280.00,2422.00,E5_0
v1834,116.00,80.82,2307.00,2423.00,E1_0
v1831,125.00,90.11,2298.00,2423.00,E1_0
v1852,135.00,100.17,2289.00,2424.00,E5_0
v1851,138.00,103.35,2286.00,2424.00,E5_0
v1894,85.00,46.60,2355.00,2440.00,E3_0
v1895,83.00,44.16,2358.00,2441.00,E3_0
v1919,84.00,45.43,2358.00,2442.00,E7_0
v1918,87.00,48.36,2355.00,2442.00,E7_0
v1937,43.00,4.80,2400.00,2443.00,E3_0
v1896,82.00,42.89,2361.00,2443.00,E3_0
v1961,44.00,5.46,2400.00,2444.00,E7_0
v1920,83.00,44.16,2361.00,2444.00,E7_0
v1938,43.00,4.69,2403.00,2446.00,E3_0
v1962,44.00,4.94,2403.00,2447.00,E7_0
v1963,43.00,4.75,2406.00,2449.00,E7_0
v1939,43.00,4.64,2406.00,2449.00,E3_0
v1940,43.00,4.22,2409.00,2452.00,E3_0
v1964,44.00,5.07,2409.00,2453.00,E7_0
v1836,154.00,119.60,2313.00,2467.00,E1_0
v1833,163.00,128.57,2304.00,2467.00,E1_0
v1838,150.00,115.38,2319.00,2469.00,E1_0
v1854,174.00,138.75,2295.00,2469.00,E5_0
v1853,177.00,142.15,2292.00,2469.00,E5_0
v1835,159.00,124.38,2310.00,2469.00,E1_0
v1840,146.00,111.37,2325.00,2471.00,E1_0
v1856,170.00,134.87,2301.00,2471.00,E5_0
v1855,173.00,138.38,2298.00,2471.00,E5_0
v1837,155.00,120.36,2316.00,2471.00,E1_0
v1873,133.00,98.13,2340.00,2473.00,E1_0
v1858,166.00,130.77,2307.00,2473.00,E5_0
v1857,169.00,134.15,2304.00,2473.00,E5_0
v1839,151.00,116.48,2322.00,2473.00,E1_0
v1875,129.00,93.98,2346.00,2475.00,E1_0
v1860,162.00,126.71,2313.00,2475.00,E5_0
v1859,165.00,130.15,2310.00,2475.00,E5_0
v1874,132.00,97.23,2343.00,2475.00,E1_0
v1862,157.00,122.47,2319.00,2476.00,E5_0
v1877,125.00,90.00,2352.00,2477.00,E1_0
v1861,161.00,126.01,2316.00,2477.00,E5_0
v1876,128.00,93.19,2349.00,2477.00,E1_0
v1864,153.00,118.30,2325.00,2478.00,E5_0
v1879,121.00,85.83,2358.00,2479.00,E1_0
v1863,157.00,121.76,2322.00,2479.00,E5_0
v1878,124.00,88.75,2355.00,2479.00,E1_0
v1898,137.00,102.55,2343.00,2480.00,E5_0
v1897,140.00,105.43,2340.00,2480.00,E5_0
v1880,120.00,85.08,2361.00,2481.00,E1_0
v1942,84.00,45.16,2415.00,2499.00,E3_0
v1941,87.00,48.13,2412.00,2499.00,E3_0
v1944,79.00,40.84,2421.00,2500.00,E3_0
v1966,85.00,46.24,2415.00,2500.00,E7_0
v1965,88.00,49.06,2412.00,2500.00,E7_0
v1943,83.00,43.92,2418.00,2501.00,E3_0
v1968,81.00,42.41,2421.00,2502.00,E7_0
v1967,84.00,45.16,2418.00,2502.00,E7_0
v2009,44.00,5.20,2460.00,2504.00,E7_0
v1985,44.00,5.27,2460.00,2504.00,E3_0
v1986,43.00,4.79,2463.00,2506.00,E3_0
v2010,44.00,5.09,2463.00,2507.00,E7_0
v1987,43.00,4.83,2466.00,2509.00,E3_0
v2011,44.00,5.19,2466.00,2510.00,E7_0
v1882,158.00,123.13,2367.00,2525.00,E1_0
v1881,162.00,126.90,2364.00,2526.00,E1_0
v1900,178.00,143.28,2349.00,2527.00,E5_0
v1884,154.00,119.52,2373.00,2527.00,E1_0
v1899,182.00,146.89,2346.00,2528.00,E5_0
v1883,158.00,123.05,2370.00,2528.00,E1_0
v1902,174.00,139.36,2355.00,2529.00,E5_0
v1901,178.00,143.09,2352.00,2530.00,E5_0
v1885,154.00,119.02,2376.00,2530.00,E1_0
v1886,151.00,115.82,2379.00,2530.00,E1_0
v1904,170.00,135.17,2361.00,2531.00,E5_0
v1888,147.00,112.62,2384.00,2531.00,E1_0
v1903,174.00,138.89,2358.00,2532.00,E5_0
v1887,150.00,114.96,2382.00,2532.00,E1_0
v1905,169.00,134.57,2364.00,2533.00,E5_0
v1906,166.00,131.01,2367.00,2533.00,E5_0
v1922,130.00,95.44,2403.00,2533.00,E1_0
v1921,134.00,98.91,2400.00,2534.00,E1_0
v1907,165.00,130.57,2370.00,2535.00,E5_0
v1908,162.00,126.98,2373.00,2535.00,E5_0
v1923,130.00,94.94,2406.00,2536.00,E1_0
v1924,127.00,91.95,2409.00,2536.00,E1_0
v1909,161.00,126.41,2376.00,2537.00,E5_0
v1910,158.00,123.11,2379.00,2537.00,E5_0
v1925,126.00,90.95,2412.00,2538.00,E1_0
v1926,123.00,87.81,2415.00,2538.00,E1_0
v1911,157.00,122.19,2382.00,2539.00,E5_0
v1912,154.00,118.86,2385.00,2539.00,E5_0
v1989,85.00,46.81,2472.00,2557.00,E3_0
v1988,88.00,49.30,2469.00,2557.00,E3_0
v2013,86.00,47.80,2472.00,2558.00,E7_0
v2012,89.00,50.54,2469.00,2558.00,E7_0
v1991,81.00,42.54,2478.00,2559.00,E3_0
v1990,84.00,45.44,2475.00,2559.00,E3_0
v2015,82.00,43.70,2478.00,2560.00,E7_0
v2014,85.00,46.52,2475.00,2560.00,E7_0
v1992,80.00,41.23,2481.00,2561.00,E3_0
v2016,81.00,42.25,2481.00,2562.00,E7_0
v2057,43.00,4.79,2520.00,2563.00,E7_0
v2033,44.00,5.14,2520.00,2564.00,E3_0
v2034,43.00,4.71,2523.00,2566.00,E3_0
v2058,44.00,4.99,2523.00,2567.00,E7_0
v2059,43.00,4.65,2526.00,2569.00,E7_0
v2035,44.00,5.04,2526.00,2570.00,E3_0
v1928,162.00,127.09,2421.00,2583.00,E1_0
v1927,166.00,130.76,2418.00,2584.00,E1_0
v1929,161.00,126.48,2424.00,2585.00,E1_0
v1946,182.00,146.94,2403.00,2585.00,E5_0
v1945,185.00,150.19,2400.00,2585.00,E5_0
v1930,158.00,123.57,2427.00,2585.00,E1_0
v1931,157.00,122.53,2430.00,2587.00,E1_0
v1948,178.00,142.98,2409.00,2587.00,E5_0
v1947,181.00,146.31,2406.00,2587.00,E5_0
v1932,154.00,119.51,2433.00,2587.00,E1_0
v1933,153.00,118.33,2436.00,2589.00,E1_0
v1950,174.00,138.81,2415.00,2589.00,E5_0
v1949,177.00,142.21,2412.00,2589.00,E5_0
v1934,150.00,115.22,2439.00,2589.00,E1_0
v1952,169.00,134.67,2421.00,2590.00,E5_0
v1935,149.00,114.11,2442.00,2591.00,E1_0
v1951,173.00,138.03,2418.00,2591.00,E5_0
v1969,131.00,96.07,2460.00,2591.00,E1_0
v1954,165.00,130.52,2427.00,2592.00,E5_0
v1936,148.00,112.89,2445.00,2593.00,E1_0
v1953,169.00,133.83,2424.00,2593.00,E5_0
v1971,127.00,91.84,2466.00,2593.00,E1_0
v1970,131.00,96.65,2463.00,2594.00,E1_0
v1956,161.00,126.44,2433.00,2594.00,E5_0
v1955,164.00,129.62,2430.00,2594.00,E5_0
v1972,126.00,90.96,2469.00,2595.00,E1_0
v1957,160.00,125.37,2436.00,2596.00,E5_0
v1958,158.00,122.77,2439.00,2597.00,E5_0
v1974,122.00,87.56,2475.00,2597.00,E1_0
v2037,83.00,44.73,2532.00,2615.00,E3_0
v2036,86.00,47.13,2529.00,2615.00,E3_0
v2061,84.00,45.21,2532.00,2616.00,E7_0
v2060,87.00,47.90,2529.00,2616.00,E7_0
v2039,79.00,40.46,2538.00,2617.00,E3_0
v2038,82.00,43.21,2535.00,2617.00,E3_0
v2063,80.00,41.18,2538.00,2618.00,E7_0
v2062,83.00,44.01,2535.00,2618.00,E7_0
v2040,78.00,39.20,2541.00,2619.00,E3_0
v2064,79.00,40.13,2541.00,2620.00,E7_0
v2105,44.00,5.00,2580.00,2624.00,E7_0
v2081,44.00,5.09,2580.00,2624.00,E3_0
v2082,43.00,4.53,2583.00,2626.00,E3_0
v2106,44.00,4.95,2583.00,2627.00,E7_0
v1976,160.00,124.99,2481.00,2641.00,E1_0
v1973,170.00,134.92,2472.00,2642.00,E1_0
v1978,156.00,121.22,2487.00,2643.00,E1_0
v1960,198.00,163.19,2445.00,2643.00,E5_0
v1959,202.00,166.79,2442.00,2644.00,E5_0
v1975,166.00,131.13,2478.00,2644.00,E1_0
v1993,185.00,150.46,2460.00,2645.00,E5_0
v1980,152.00,117.53,2493.00,2645.00,E1_0
v1994,182.00,147.17,2463.00,2645.00,E5_0
v1977,162.00,126.98,2484.00,2646.00,E1_0
v1995,181.00,146.21,2466.00,2647.00,E5_0
v1982,148.00,113.35,2499.00,2647.00,E1_0
v1996,178.00,143.12,2469.00,2647.00,E5_0
v1979,158.00,122.86,2490.00,2648.00,E1_0
v1997,177.00,141.99,2472.00,2649.00,E5_0
v1984,144.00,109.22,2505.00,2649.00,E1_0
v1998,174.00,139.15,2475.00,2649.00,E5_0
v1981,153.00,118.55,2496.00,2649.00,E1_0
v1999,173.00,138.24,2478.00,2651.00,E5_0
v2018,128.00,92.86,2523.00,2651.00,E1_0
v2000,170.00,135.03,2481.00,2651.00,E5_0
v1983,149.00,114.35,2502.00,2651.00,E1_0
v2020,123.00,88.59,2529.00,2652.00,E1_0
v2001,169.00,133.83,2484.00,2653.00,E5_0
v2002,166.00,130.98,2487.00,2653.00,E5_0
v2017,133.00,98.30,2520.00,2653.00,E1_0
v2003,165.00,129.90,2490.00,2655.00,E5_0
v2004,162.00,126.95,2493.00,2655.00,E5_0
v2084,84.00,45.76,2589.00,2673.00,E3_0
v2083,87.00,48.50,2586.00,2673.00,E3_0
v2107,89.00,50.65,2586.00,2675.00,E7_0
v2086,80.00,41.62,2595.00,2675.00,E3_0
v2108,86.00,47.20,2589.00,2675.00,E7_0
v2085,84.00,45.01,2592.00,2676.00,E3_0
v2109,85.00,46.51,2592.00,2677.00,E7_0
v2088,76.00,37.63,2601.00,2677.00,E3_0
v2110,82.00,43.04,2595.00,2677.00,E7_0
v2087,79.00,40.60,2598.00,2677.00,E3_0
v2111,81.00,42.34,2598.00,2679.00,E7_0
v2112,78.00,39.48,2601.00,2679.00,E7_0
v2129,43.00,4.45,2640.00,2683.00,E3_0
v2153,44.00,5.12,2640.00,2684.00,E7_0
v2154,43.00,4.40,2643.00,2686.00,E7_0
v2019,173.00,138.27,2526.00,2699.00,E1_0
v2022,165.00,129.88,2535.00,2700.00,E1_0
v2024,160.00,125.54,2541.00,2701.00,E1_0
v2006,202.00,167.55,2499.00,2701.00,E5_0
v2005,205.00,169.74,2496.00,2701.00,E5_0
v2021,169.00,134.38,2532.00,2701.00,E1_0
v2026,156.00,121.39,2547.00,2703.00,E1_0
v2008,198.00,163.47,2505.00,2703.00,E5_0
v2007,201.00,166.18,2502.00,2703.00,E5_0
v2023,165.00,130.47,2538.00,2703.00,E1_0
v2028,152.00,117.26,2553.00,2705.00,E1_0
v2042,182.00,147.23,2523.00,2705.00,E5_0
v2041,185.00,150.05,2520.00,2705.00,E5_0
v2025,161.00,126.49,2544.00,2705.00,E1_0
v2030,148.00,113.27,2559.00,2707.00,E1_0
v2044,178.00,143.15,2529.00,2707.00,E5_0
v2043,181.00,145.85,2526.00,2707.00,E5_0
v2027,157.00,122.34,2550.00,2707.00,E1_0
v2032,144.00,109.06,2565.00,2709.00,E1_0
v2046,174.00,138.94,2535.00,2709.00,E5_0
v2045,177.00,141.80,2532.00,2709.00,E5_0
v2029,153.00,118.07,2556.00,2709.00,E1_0
v2048,169.00,134.59,2541.00,2710.00,E5_0
v2065,131.00,95.95,2580.00,2711.00,E1_0
v2047,173.00,138.10,2538.00,2711.00,E5_0
v2031,149.00,114.24,2562.00,2711.00,E1_0
v2050,165.00,130.50,2547.00,2712.00,E5_0
v2049,169.00,133.94,2544.00,2713.00,E5_0
v2131,85.00,46.55,2646.00,2731.00,E3_0
v2130,89.00,50.03,2643.00,2732.00,E3_0
v2156,84.00,45.74,2649.00,2733.00,E7_0
v2133,81.00,42.61,2652.00,2733.00,E3_0
v2155,87.00,48.26,2646.00,2733.00,E7_0
v2132,85.00,45.93,2649.00,2734.00,E3_0
v2158,80.00,41.55,2655.00,2735.00,E7_0
v2135,77.00,38.33,2658.00,2735.00,E3_0
v2157,83.00,44.35,2652.00,2735.00,E7_0
v2134,81.00,41.93,2655.00,2736.00,E3_0
v2160,76.00,37.38,2661.00,2737.00,E7_0
v2136,76.00,37.10,2661.00,2737.00,E3_0
v2159,79.00,40.18,2658.00,2737.00,E7_0
v2177,43.00,4.25,2700.00,2743.00,E3_0
v2201,44.00,5.20,2700.00,2744.00,E7_0
v2067,171.00,136.45,2586.00,2757.00,E1_0
v2066,175.00,139.97,2583.00,2758.00,E1_0
v2069,167.00,132.41,2592.00,2759.00,E1_0
v2052,206.00,170.91,2553.00,2759.00,E5_0
v2051,209.00,173.96,2550.00,2759.00,E5_0
v2068,171.00,135.73,2589.00,2760.00,E1_0
v2070,166.00,131.62,2595.00,2761.00,E1_0
v2071,163.00,128.41,2598.00,2761.00,E1_0
v2054,202.00,166.83,2559.00,2761.00,E5_0
v2053,205.00,169.78,2556.00,2761.00,E5_0
v2072,162.00,127.37,2601.00,2763.00,E1_0
v2073,159.00,124.24,2604.00,2763.00,E1_0
v2056,198.00,163.51,2565.00,2763.00,E5_0
v2055,201.00,166.08,2562.00,2763.00,E5_0
v2074,158.00,123.13,2607.00,2765.00,E1_0
v2075,155.00,120.24,2610.00,2765.00,E1_0
v2090,182.00,147.35,2583.00,2765.00,E5_0
v2089,185.00,149.99,2580.00,2765.00,E5_0
v2076,154.00,118.84,2613.00,2767.00,E1_0
v2077,151.00,116.31,2616.00,2767.00,E1_0
v2092,178.00,143.06,2589.00,2767.00,E5_0
v2091,181.00,145.75,2586.00,2767.00,E5_0
v2078,150.00,115.05,2619.00,2769.00,E1_0
v2079,147.00,112.07,2622.00,2769.00,E1_0
v2094,174.00,139.15,2595.00,2769.00,E5_0
v2093,177.00,141.72,2592.00,2769.00,E5_0
v2095,172.00,137.47,2598.00,2770.00,E5_0
v2096,170.00,135.05,2601.00,2771.00,E5_0
v2179,83.00,44.15,2706.00,2789.00,E3_0
v2178,86.00,47.14,2703.00,2789.00,E3_0
v2202,87.00,48.68,2703.00,2790.00,E7_0
v2203,84.00,45.20,2706.00,2790.00,E7_0
v2181,79.00,40.23,2712.00,2791.00,E3_0
v2180,82.00,43.30,2709.00,2791.00,E3_0
v2204,83.00,44.72,2709.00,2792.00,E7_0
v2205,80.00,41.33,2712.00,2792.00,E7_0
v2183,75.00,36.31,2718.00,2793.00,E3_0
v2182,78.00,38.98,2715.00,2793.00,E3_0
v2206,79.00,40.82,2715.00,2794.00,E7_0
v2207,76.00,37.33,2718.00,2794.00,E7_0
v2184,74.00,34.95,2721.00,2795.00,E3_0
v2208,75.00,36.25,2721.00,2796.00,E7_0
v2080,191.00,155.73,2625.00,2816.00,E1_0
v2113,176.00,140.69,2640.00,2816.00,E1_0
v2098,210.00,175.39,2607.00,2817.00,E5_0
v2114,174.00,139.55,2643.00,2817.00,E1_0
v2097,213.00,178.26,2604.00,2817.00,E5_0
v2115,171.00,136.56,2646.00,2817.00,E1_0
v2100,207.00,172.47,2612.00,2819.00,E5_0
v2117,167.00,132.57,2652.00,2819.00,E1_0
v2099,209.00,174.04,2610.00,2819.00,E5_0
v2116,170.00,135.47,2649.00,2819.00,E1_0
v2102,202.00,167.54,2619.00,2821.00,E5_0
v2119,163.00,128.32,2658.00,2821.00,E1_0
v2101,206.00,171.09,2615.00,2821.00,E5_0
v2118,166.00,131.21,2655.00,2821.00,E1_0
v2104,198.00,163.42,2625.00,2823.00,E5_0
v2121,159.00,124.28,2664.00,2823.00,E1_0
v2103,201.00,165.81,2622.00,2823.00,E5_0
v2120,162.00,127.11,2661.00,2823.00,E1_0
v2137,184.00,149.51,2640.00,2824.00,E5_0
v2138,182.00,147.21,2643.00,2825.00,E5_0
v2123,155.00,119.92,2670.00,2825.00,E1_0
v2122,158.00,122.98,2667.00,2825.00,E1_0
v2139,180.00,145.37,2646.00,2826.00,E5_0
v2140,178.00,143.05,2649.00,2827.00,E5_0
v2125,151.00,115.77,2676.00,2827.00,E1_0
v2124,154.00,118.82,2673.00,2827.00,E1_0
